사업장번호,사업장명,납부자번호,팩스번호,수신건수,최초수신일,최근수신일,예시파일명(최대3개),비고
,,,0319670075,1,2026-06-22,2026-06-22,0319670075_20260622131121.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319670773,1,2026-06-24,2026-06-24,0319670773_20260624130031.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319673998,1,2026-06-09,2026-06-09,0319673998_20260609141810.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319676630,1,2026-06-19,2026-06-19,0319676630_20260619093701.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319686004,1,2026-06-22,2026-06-22,0319686004_20260622154116.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319691155,1,2026-06-25,2026-06-25,0319691155_20260625161050.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319691742,1,2026-06-22,2026-06-22,0319691742_20260622140902.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319697034,1,2026-06-04,2026-06-04,0319697034_20260604141829.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319699339,1,2026-06-22,2026-06-22,0319699339_20260622142454.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319703340,1,2026-06-22,2026-06-22,0319703340_20260622094418.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319707324,1,2026-06-23,2026-06-23,0319707324_20260623104900.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319708960,1,2026-06-22,2026-06-22,0319708960_20260622095307.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319710132,1,2026-06-24,2026-06-24,0319710132_20260624103617.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319712791,2,2026-06-11,2026-06-12,0319712791_20260611173541.tif; 0319712791_20260612143536.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319715231,1,2026-06-22,2026-06-22,0319715231_20260622155605.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319718039,1,2026-06-22,2026-06-22,0319718039_20260622160115.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319718367,1,2026-06-08,2026-06-08,0319718367_20260608144135.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319718580,1,2026-06-22,2026-06-22,0319718580_20260622131244.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319721322,1,2026-06-24,2026-06-24,0319721322_20260624095954.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319725857,1,2026-06-22,2026-06-22,0319725857_20260622093913.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319733203,1,2026-06-22,2026-06-22,0319733203_20260622155736.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319734464,1,2026-06-24,2026-06-24,0319734464_20260624091232.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319736665,1,2026-06-24,2026-06-24,0319736665_20260624095750.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319737891,1,2026-06-05,2026-06-05,0319737891_20260605154445.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319742070,1,2026-06-18,2026-06-18,0319742070_20260618115437.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319742320,1,2026-06-22,2026-06-22,0319742320_20260622131620.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319745995,1,2026-06-25,2026-06-25,0319745995_20260625162315.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319746508,1,2026-06-15,2026-06-15,0319746508_20260615102829.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319751806,1,2026-06-01,2026-06-01,0319751806_20260601162759.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319755732,1,2026-06-18,2026-06-18,0319755732_20260618092056.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319759214,1,2026-06-23,2026-06-23,0319759214_20260623143811.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319763977,1,2026-06-24,2026-06-24,0319763977_20260624104659.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319771643,1,2026-06-20,2026-06-20,0319771643_20260620162953.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319773320,1,2026-06-15,2026-06-15,0319773320_20260615141437.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319773547,1,2026-06-22,2026-06-22,0319773547_20260622162132.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319781205,2,2026-06-24,2026-06-24,0319781205_20260624142121.tif; 0319781205_20260624172133.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319781261,1,2026-06-17,2026-06-17,0319781261_20260617135637.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319784190,1,2026-06-15,2026-06-15,0319784190_20260615133131.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319785821,2,2026-05-29,2026-06-23,0319785821_20260529131202.tif; 0319785821_20260623151940.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319787088,2,2026-05-29,2026-06-22,0319787088_20260529112001.tif; 0319787088_20260622151632.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319788504,1,2026-06-18,2026-06-18,0319788504_20260618105317.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319790239,1,2026-06-12,2026-06-12,0319790239_20260612152007.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319792140,1,2026-06-22,2026-06-22,0319792140_20260622100544.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319794054,1,2026-06-19,2026-06-19,0319794054_20260619131518.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319798852,1,2026-06-22,2026-06-22,0319798852_20260622133326.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319947871,1,2026-06-16,2026-06-16,0319947871_20260616105458.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,0319973451,1,2026-06-19,2026-06-19,0319973451_20260619134454.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,05050414202,1,2026-06-23,2026-06-23,05050414202_20260623133206.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,05080880230,1,2026-06-19,2026-06-19,05080880230_20260619105502.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,05080891124,1,2026-06-08,2026-06-08,05080891124_20260608115824.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,05080893777,1,2026-06-12,2026-06-12,05080893777_20260612102753.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,05080895490,1,2026-06-23,2026-06-23,05080895490_20260623135110.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,,,07075891400,1,2026-06-19,2026-06-19,07075891400_20260619091812.tif,샘플 1건을 열어 사업장명을 확인 후 채워주세요
,로스텔오피스텔,,,,,,6월_로스텔오피스텔.tif,파일명에서 사업장명 추정됨 - 팩스번호/사업장번호 수동 확인 필요
,크리스탈빌딩,,,,,,6월_크리스탈빌딩.tif,파일명에서 사업장명 추정됨 - 팩스번호/사업장번호 수동 확인 필요
,흥화오피스텔,,,,,,6월_흥화오피스텔.tif,파일명에서 사업장명 추정됨 - 팩스번호/사업장번호 수동 확인 필요
,로스텔오피스텔,,,,,,로스텔오피스텔.tif,파일명에서 사업장명 추정됨 - 팩스번호/사업장번호 수동 확인 필요
,크리스탈빌딩,,,,,,크리스탈빌딩.tif,파일명에서 사업장명 추정됨 - 팩스번호/사업장번호 수동 확인 필요
BPS010203046,(덕양)신원당6태영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207090,양지마을4단지건영빌라,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206009,(일산)산들6단지베르빌_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010404063,(구리-남양주)V004_평내대명_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106650,[의정부]금강프라자(131-81-43689),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203035,화정씨네마플러스9999호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010409053,(양평)삼익아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106290,(일산)문촌주공7단지(분양),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201017,(일산)남정골드프라자_빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110115565,(구리)리버뷰오피스텔,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208020,(파주)대방아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106417,(구리)구리두산아파트[ ],,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106764,(의정부)궁전오피스텔,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106281,(일산)양지마을1단지건영빌라,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106415,(구리)고덕프라자[ ],,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207087,(일산)양우로데오랜드_빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203011,(덕양)관산동신성_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106521,(구리)유현아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106195,(덕양)서정마을10단지_신동아타운,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201102,(일산)현대밀라트1차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010403084,(구리)V026LG아름마을,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202019,무원신우아파트705동101호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201056,(일산)백송7임광_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203045,(덕양)신원당5단지_대명아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201097,(일산)하이베라스,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207131,(일산)탄현 일산동문1차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207055,(일산)문촌02라이프_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106523,(의정부)호원미도,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106179,(덕양)푸른마을_동익미라벨1단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201088,(일산)중앙하이츠빌_(주)엠피에스(128-82-83829),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010402026,(의정부)금오거성,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110112141,(일산)밤가시9단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110189489,(일산)정발건영1단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110112144,(일산)정발건영2단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110205445,경중앙(제일시장BBC),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110116831,(덕양)동화빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201030,장항라페스타관리사무소(128-82-70246),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201030,장항라페스타관리사무소(128-82-70246) 1288270246,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106158,(일산)백송10단지건영,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207083,[일산]신동아노블타워,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106222,(일산)하늘빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106423,(구리-남양주)창현대주피오레아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201141,(일산)플로스타위너스21-II,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201065,[일산]삼성마이다스오피스텔(176-82-71375),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203088,(덕양)달빛3단지 신안상가지하_BB-H,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208114,노을빛마을2단지225동102호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201095,(일산)풍동에이스12차아파트 무응3/26,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106144,(일산)장항이스턴시티,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPN,[덕양]요진타워_빌딩(128-81-18729),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106311,[일산]일산현해프라자1동801호(128-86-25851) 1288625851,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106311,[일산]일산현해프라자1동801호(128-86-25851) 본사,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207067,(일산)문촌15부영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010404074,(구리-남양주)창현두산1차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110108518,(덕양)행신프라자,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208074,(파주)새꽃마을금촌주공3단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106684,(파주)봉일천동문1차아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207149,(일산)후곡07동성_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203048,(덕양)어울림마을삼보아파트_신원당8단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202038,(덕양)소만7대명_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110114092,(파주)문산선유5단지휴먼시아,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110114086,(일산)호선오피스텔,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110115464,(일산)유진스웰1차아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203096,(덕양)고양우방유쉘_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201008,(일산)강촌7단지(코오롱)아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202040,(덕양)소만8단지(풍림)상가_BB-H / 7호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPN,(덕양)글로리아프라자_빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110128138,[양평]오리온 양평연수원부대시설709-81-00727,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110128075,[양평]오리온 양평연수원,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110119071,(덕양)능곡 세신훼미리타운212호(128-82-78817),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106654,[의정부]신곡세명프라자302호(127-47-49074=>851-88-01633),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207143,(일산)후곡1단지대우벽산_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106201,(덕양)무원마을2단지_삼보8888동102호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201025,(일산)동양메이저타워,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203077,(덕양)대동피렌체_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201116,(일산)효성레제스,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201034,(일산)로스텔_오피스텔(128-80-14463),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106461,(의정부)호원한승,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206036,(일산)중산9단지두산한성_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206031,(일산)중산12단지현대_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207103,(일산)장성04대명_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207108,(일산)청원레이크빌2_빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110137533,(의정부)우미쁘띠린1차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110214304,(의정부)우미쁘띠린2차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010402059,(의정부)신곡신성벽산,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208010,"(파주)금촌두보1,2차아파트",,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207156,(일산)후곡15건영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010405027,(구리-덕소)벽산_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208080,(파주)금촌후곡마을6단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207144,(일산)후곡02동양대창_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106402,(의정부)녹양현대9999동101호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010402103,(의정부)용현금용,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106602,(의정부)호원롯데,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110191300,구리_삼성생명,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110107222,(파주)금촌1단지주공아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203041,(덕양)신원당2단지_태영아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110108511,(덕양)행신동 골드프라자,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106324,(덕양)행신동_GL프라자,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201110,(일산)대우로얄마트_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106234,(일산)성저건영5단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106233,(일산)성저건영6단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201079,(일산)영림브레아-II(212-82-72103) 2128272103,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106327,(덕양)행신동_탑프라자,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110112905,[일산]서륭빌딩(110-81-62511),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106412,(의정부)탑석드림캐슬,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106145,[일산]동양생명빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106145,[일산]동양생명빌딩(128-85-26964),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPN,(덕양)고양서정2단지 주공아파트(108-81-38338),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201059,[일산]비잔티움오피스텔99동9901호(128-82-81,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPN,(덕양)고양행신3단지_아파트(108-81-38338) 1088138338,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPN,(파주)봉일천성원아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110116455,(일산)크리스탈빌딩_128-80-17932종이,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202046,(덕양)행신동 예일센스빌2차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106317,(일산)예일센스빌3차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207125,(일산)탄현15효성_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208011,(파주)두보3차 아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110109618,(의정부)아크라티움,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201108,"(일산)현대타운빌_아파트,1",,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207199,(일산)탄현01경남진로_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106653,[의정부]비콘드림시티,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110208062,파주출판문화 LH1단지999동103호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106323,(덕양)행신동SK VIEW3차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPN,(덕양)GL리치빌_빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202025,(덕양)별빛마을8단지부영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
