사업장번호,사업장명,납부자번호,팩스번호,수신건수,최초수신일,최근수신일,예시파일명(최대3개),매칭비고
BPS010201066,삼성메르헨하우스,9997108520001,0319323776,1,2026-06-16,2026-06-16,0319323776_20260616134342.tif,"자동매칭(고신뢰,site_name,1.00): (일산)삼성메르헨하우스 / 삼성메르헨하우스"
BPD110107011,풍동숲속마을9단지,0102915110999,0319329425,1,2026-06-22,2026-06-22,0319329425_20260622142500.tif,"자동매칭(고신뢰,site_name,0.94): (일산)풍동숲속마을9단지(999-1 / 숲속마을9단지(999동102호)/숲속마을9단지성원상떼빌"
BPD110106302,우경드림빌,,0319369968,1,2026-06-23,2026-06-23,0319369968_20260623144628.tif,"자동매칭(고신뢰,site_name,1.00): (일산)우경드림빌(탄현동) / B01호KT"
BPD110108802,행신주공프라자자치회,,0319380727,1,2026-06-22,2026-06-22,0319380727_20260622135347.tif,"엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.59): BPD110108518 (덕양)행신프라자(계좌명:행신프라자(KT-A,B,C)* 합산.) 추정지역:덕양"
BPD110106195,서정마을10단지 신동아타운하우스,,0319380935,1,2026-06-01,2026-06-01,0319380935_20260601110806.tif,"자동매칭(고신뢰,site_name,0.97): (덕양)서정마을10단지_신동아타운 / 서정마을10단지신동아타운하우스 생활문화지원실"
BPS010202039,풍림아파트,1016091318,0319383113,1,2026-06-19,2026-06-19,0319383113_20260619092924.tif,"매칭후보(확인필요-명칭이 너무 일반적(브랜드명 충돌 위험),site_name,0.93): (일산)성저03풍림_아파트 / 성저마을3풍림(9999동106호) [사업장번호:BPS010207078] | Claude교차확인 추가후보(0.65): BPS010202039 (덕양)소만8단지_풍림아파트(계좌명:소만마을풍림(8888동5호)) 추정지역:덕양"
BPD110109165,서정마을11단지 중흥에스클래스,,0319383503,1,2026-06-22,2026-06-22,0319383503_20260622104205.tif,"자동매칭(고신뢰,account_name,0.93): (덕양)행신중흥S클래스타운하우스9999동101호 / 서정11단지중흥에스클래스"
BPD110111294,행신윤창2차,0104783140200,0319384059,1,2026-06-17,2026-06-17,0319384059_20260617080331.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)행신윤창2차 / 행신윤창2차(200동 103호,104호),51kww"
BPN021024451,고양서정2단지 LH주거행복지원센터,,0319385248,1,2026-06-16,2026-06-16,0319385248_20260616143758.tif,"자동매칭(확인,site_name,0.77): (덕양)고양서정2단지 주공아파트(108-81-38338) / 서림주택관리㈜_서정마을2 [사업장번호:BPN021024451] (LH가 주공 매입 후 'LH주거행복지원센터'로 개칭된 것으로 판단, 'BPN' placeholder를 엑셀 수정 반영해 확정)"
BPS010202065,햇빛마을20단지,0006-74221-8888,0319386666,1,2026-06-25,2026-06-25,0319386666_20260625135120.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)햇빛20단지_아파트 / 햇빛마을20단지(8888동6호)"
BPS010202043,송악모노빌,,0319388065,1,2026-06-23,2026-06-23,0319388065_20260623102120.tif,"자동매칭(고신뢰,site_name,0.94): (덕양)송악모노빌_아파트 / 송악모노빌관리단 (없는번호)"
BPS010208120,숲속길마을3단지동문굿모닝힐,0102-79143-0999,0319391009,1,2026-06-22,2026-06-22,0319391009_20260622144050.tif,"자동매칭(고신뢰,site_name,1.00): (파주)숲속길마을3단지동문굿모닝힐 / 숲속길마을3단지동문굿모닝힐(999동102호)"
BPN021024171,봉일천성원아파트,,0319414404,1,2026-06-15,2026-06-15,0319414404_20260615162024.tif,"자동매칭(고신뢰,site_name,1.00): (파주)봉일천성원아파트 / 봉일천성원아파트 [사업장번호:BPN021024171] (기존 'BPN' placeholder를 엑셀 수정 반영해 확정)"
BPS010208080,금촌 후곡마을6단지,,0319416605,1,2026-06-11,2026-06-11,0319416605_20260611140343.tif,"자동매칭(고신뢰,site_name,1.00): (파주)금촌후곡마을6단지 / (파주)금촌후곡마을6단지_모분_에어컨_"
,,,0319419023,2,2026-06-22,2026-06-22,0319419023_20260622131658.tif; 0319419023_20260622131807.tif,"사업장명 미기재 - [9999동2호] 세대전기료 관리비 부과현황(당월 58,080원)만 인쇄됨, 건물명/상호명 텍스트 없음. 팩스번호 031-9419023. 수동 확인 필요."
BPS010208078,금촌쇠재5단지,0102-91266-0999,0319420614,1,2026-06-23,2026-06-23,0319420614_20260623165320.tif,"자동매칭(고신뢰,account_name,1.00): (파주)금촌쇠재마을5단지(999-102) / 금촌쇠재5단지(999동102호)"
BPS010208110,광탄동신라메르,0101-93749-0999,0319424066,1,2026-06-17,2026-06-17,0319424066_20260617082747.tif,"자동매칭(고신뢰,site_name,1.00): (파주)광탄동신라메르 / 광탄동신라메르(999동101호)"
BPD110113353,가람마을11단지,0101-77791-9999,0319434428,1,2026-06-19,2026-06-19,0319434428_20260619152017.tif,"자동매칭(고신뢰,site_name,1.00): (파주)가람마을11단지 / 가람마을11단지(9999동 101호)"
BPD110107284,봉일천 성호아파트,,0319436046,1,2026-06-23,2026-06-23,0319436046_20260623143205.tif,"자동매칭(고신뢰,site_name,1.00): (파주)봉일천 성호아파트 / 봉일천성호아파트"
BPS010208012,성원포레스타운,,0319445106,1,2026-06-15,2026-06-15,0319445106_20260615093557.tif,"자동매칭(고신뢰,site_name,1.00): (파주)성원포레스타운 / 성원포레스타운"
BPS010208010,"금촌 두보1,2차 아파트",,0319457476,1,2026-06-16,2026-06-16,0319457476_20260616131510.tif,"자동매칭(고신뢰,site_name,1.00): (파주)금촌두보1,2차아파트 / (파주)두보1,2차아파트"
BPS010208145,책향기마을14 우남퍼스트빌,0105-11456-9999,0319460654,1,2026-06-22,2026-06-22,0319460654_20260622151554.tif,"자동매칭(고신뢰,account_name,0.93): (파주)교하우남퍼스트빌9999동105호 / 책향기마을 14단지우남퍼스트빌"
BPS010208064,해솔마을2단지월드메르디앙,0101-92203-8888,0319467197,1,2026-06-22,2026-06-22,0319467197_20260622095647.tif,"자동매칭(고신뢰,account_name,1.00): (파주)교하1차 월드메르디앙 / 해솔마을2단지월드메르디앙(8888동101호)"
BPD110115167,한빛마을6단지,,0319467382,2,2026-06-05,2026-06-22,0319467382_20260605101019.tif; 0319467382_20260622130947.tif,"자동매칭(고신뢰,site_name,1.00): (파주)한빛마을6단지 / 파주운정한빛마을6단지999동101호"
BPS010208114,노을빛마을2단지,0102781910225,0319472084,1,2026-06-24,2026-06-24,0319472084_20260624105717.tif,"자동매칭(고신뢰,site_name,0.92): 노을빛마을2단지225동102호 / 노을빛마을2단지225동102호"
BPS010208132,노을빛마을1단지,0101-78185-0110,0319472391,1,2026-06-19,2026-06-19,0319472391_20260619144051.tif,"자동매칭(고신뢰,site_name,1.00): (파주)노을빛마을1단지(110-101) / 노을빛마을1단지(110동101호)"
BPD110107222,금촌1단지주공아파트,,0319480886,1,2026-06-01,2026-06-01,0319480886_20260601101645.tif,"자동매칭(고신뢰,site_name,1.00): (파주)금촌1단지주공아파트 / 금촌1단지주공아파트"
BPS010208020,대방아파트,,0319489353,1,2026-06-02,2026-06-02,0319489353_20260602105351.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 대방아파트 / 엑셀사업장명:(파주)대방아파트 / 계좌명:파주대방노블랜드 / 대방아파트 [사업장번호:BPS010208020]"
BPS010208116,교하진흥효자,0001796667777,0319495102,1,2026-06-19,2026-06-19,0319495102_20260619145313.tif,"자동매칭(고신뢰,site_name,1.00): (파주)교하진흥효자 / 교하진흥효자(7777동1호)"
BPS010208005,산내마을11단지현대아파트,0101854060888,0319495860,1,2026-06-18,2026-06-18,0319495860_20260618113748.tif,"자동매칭(고신뢰,account_name,1.00): (파주)산내마을11단지 현대(888-101) / 산내마을11단지현대아파트(888동101호)"
BPD110112975,가람마을남양휴튼,0103-67003-9999,0319499722,1,2026-06-22,2026-06-22,0319499722_20260622091933.tif,"자동매칭(고신뢰,site_name,1.00): (파주)가람마을남양휴튼 / 가람마을남양휴튼(9999동103호)"
BPD110114092,문산선유5단지휴먼시아,,0319520796,2,2026-06-10,2026-06-11,0319520796_20260610100202.tif; 0319520796_20260611090004.tif,"자동매칭(고신뢰,site_name,1.00): (파주)문산선유5단지휴먼시아 / 문산선유5단지휴먼시아"
BPS010208067,유승앙브와즈2단지,0201-10639-9999,0319570462,1,2026-06-24,2026-06-24,0319570462_20260624101321.tif,"자동매칭(고신뢰,site_name,1.00): (파주)유승앙브와즈2단지 / 유승앙브와즈2단지(9999동201호)"
BPD110208062,출판문화LH1단지,0103-96296-0999,0319571147,1,2026-06-17,2026-06-17,0319571147_20260617145638.tif,"자동매칭(고신뢰,account_name,0.95): 파주출판문화 LH1단지999동103호 / 파주출판문화LH1단지아파트"
BPS010208074,새꽃마을3단지,,0319575124,1,2026-06-10,2026-06-10,0319575124_20260610151534.tif,"자동매칭(고신뢰,account_name,1.00): (파주)새꽃마을금촌주공3단지 / 새꽃마을3단지"
BPD110112045,벽산우남연리지,0106-51025-9999,0319577705,1,2026-06-24,2026-06-24,0319577705_20260624102116.tif,"자동매칭(고신뢰,site_name,1.00): (파주)벽산우남연리지 / 벽산우남연리지(9999동106호)"
BPD110106187,푸른마을6단지풍림아이원,0103750440999,0319621059,1,2026-06-23,2026-06-23,0319621059_20260623103602.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)푸른마을6단지_풍림아이원아파트 / 푸른마을6단지풍림아이원(999동103호)"
BPS010203011,관산동신성아파트,,0319622299,1,2026-06-02,2026-06-02,0319622299_20260602092210.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)관산동신성_아파트 / 관산동신성아파트"
,,,0319626777,1,2026-06-09,2026-06-09,0319626777_20260609150303.tif,복구불가(거의 백지) - 팩스 헤더 외 인쇄 내용 없음.
BPN021029981,푸른마을4단지동익미라벨4차,0101-75073-0999,0319627795,1,2026-06-22,2026-06-22,0319627795_20260622145236.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)동익미라벨4단지_아파트 / 푸른마을4단지동익미라벨4차(999동101호) [사업장번호:BPN021029981] (기존 'BPN' placeholder를 엑셀 수정 반영해 확정)"
BPS010203096,우방유쉘아파트,,0319629527,3,2026-06-08,2026-06-24,0319629527_20260608132319.tif; 0319629527_20260618160506.tif; 0319629527_20260624103429.tif,"자동매칭(고신뢰,site_name,0.97): (덕양)고양우방유쉘_아파트 / (덕양)고양우방유쉘_아파트"
BPD110140389,관산더퍼스트프라임,0101855690999,0319630955,1,2026-06-19,2026-06-19,0319630955_20260619152413.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)관산더퍼스트프라임(999-101) / 관산더퍼스트프라임(아파트)999동101호"
BPS010203094,푸른마을5단지풍림아이원,0103-39015-0099,0319637682,1,2026-06-23,2026-06-23,0319637682_20260623105712.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)푸른마을5단지_풍림아이원아파트 / 푸른마을5단지풍림아이원(999동103호)"
BPD110112462,푸른마을7단지풍림APT,0104-28193-0999,0319638827,1,2026-06-17,2026-06-17,0319638827_20260617090719.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)고양동풍림아이원7단지 / 푸른마을7단지풍림APT(999동104호)"
BPS010203001,동익3단지아파트,0102767639999,0319644092,1,2026-06-22,2026-06-22,0319644092_20260622102840.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)푸른마을_동익미라빌3단지_아파트 / 동익3단지아파트(9999동102호)"
BPS010203012,관산유승,0001755600999,0319644668,2,2026-06-16,2026-06-16,0319644668_20260616131010.tif; 0319644668_20260616131151.tif,"자동매칭(고신뢰,site_name,0.94): (덕양)관산유승_아파트 / 관산동 유승아파트"
BPS010203088,신안상가번영회,,0319653315,1,2026-06-09,2026-06-09,0319653315_20260609151352.tif,"매칭후보(확인필요,account_name,0.89): (덕양)달빛3단지 신안상가지하_BB-H / 신안상가번영회 29-40만원짜리 지급하는게 맞음!(*관리비69000원은 운용팀에서지급처리) [사업장번호:BPS010203088] | Claude교차확인 추가후보(0.71): BPD110106422 (구리)세신훼밀리상가번영회(계좌명:세신훼미리상가(111호). 연정액. ) 추정지역:덕양"
BPS010203077,대동피렌체,,0319653331,1,2026-06-01,2026-06-01,0319653331_20260601153606.tif,"자동매칭(고신뢰,site_name,0.94): (덕양)대동피렌체_아파트 / 대동피렌체주상복합아파트"
BPS010203048,신원당8단지삼보아파트,,0319657227,1,2026-06-16,2026-06-16,0319657227_20260616142652.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)어울림마을삼보아파트_신원당8단지 / 신원당8단지삼보아파트"
BPS010203046,어울림마을6단지 태영아파트,,0319657656,1,2026-06-23,2026-06-23,0319657656_20260623170708.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)신원당6태영_아파트 / 어울림마을6단지태영아파트"
BPS010203047,신원당 동신1차,0101005890706,0319665916,1,2026-06-23,2026-06-23,0319665916_20260623163430.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)신원당7단지_동신1차_아파트 / 신원당동신1차(706동101호)"
BPS010203016,달빛2단지라이프,0103-01643-0888,0319666206,1,2026-06-23,2026-06-23,0319666206_20260623103606.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)달빛2단지라이프_아파트 / 달빛2단지라이프(888동103호)"
BPS010203061,한성리츠빌,,0319670075,1,2026-06-22,2026-06-22,0319670075_20260622131121.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)한성리츠빌_아파트 / 한성리츠빌"
BPD110189222,동원텔아파트,,0319670773,1,2026-06-24,2026-06-24,0319670773_20260624130031.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.55): BPD110135918 (덕양)성사동 성원코아(계좌명:) 추정지역:덕양
BPD110116831,동화빌딩,,0319673998,1,2026-06-09,2026-06-09,0319673998_20260609141810.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 동화빌딩 / 엑셀사업장명:(덕양)동화빌딩 / 계좌명:동화빌딩. 동화비엠 [사업장번호:BPD110116831]"
BPS010203040,성사어울림마을1단지동문,0102-75603-0888,0319676630,1,2026-06-19,2026-06-19,0319676630_20260619093701.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.88): BPS010203040 (덕양)성사어울림마을1단지888동102호_아파트(계좌명:신원당1단지동문아파트) 추정지역:덕양
BPD110115823,글로벌테마프라자,,0319686004,1,2026-06-22,2026-06-22,0319686004_20260622154116.tif,"자동매칭(고신뢰,site_name,1.00): 글로벌테마프라자 / 하나관리"
BPS010203017,달빛2단지부영,0103-75594-0888,0319691155,1,2026-06-25,2026-06-25,0319691155_20260625161050.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)달빛2단지부영_아파트 / 달빛2단지부영(888동103호)"
BPD110106182,한화꿈에그린,0101104818888,0319691742,1,2026-06-22,2026-06-22,0319691742_20260622140902.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)한화엘르빌_꿈의그린 / 한화꿈에그린(8888동101호)"
BPD110106179,푸른마을1단지 동익미라벨아파트,,0319697034,1,2026-06-04,2026-06-04,0319697034_20260604141829.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)푸른마을_동익미라벨1단지 / 푸른마을1단지동익미라벨아파트"
BPS010203039,일산은행마을 SK뷰,0001-11442-7777,0319699339,1,2026-06-22,2026-06-22,0319699339_20260622142454.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)식사동은행마을SK_아파트 / 일산은행마을SK뷰(7777동1호)"
BPS010202088,행신2차SKVIEW,0102-92471-9999,0319703340,1,2026-06-22,2026-06-22,0319703340_20260622094418.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)행신 SKVIEW2차_아파트 / 행신2차SKVIEW(9999동102호)"
BPD110106823,능곡장미8차,0103-67597-0888,0319707324,1,2026-06-23,2026-06-23,0319707324_20260623104900.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)능곡장미8차_아파트 / 능곡장미8차(888동103호)"
BPS010202006,대우마이빌 오피스텔,,0319708960,1,2026-06-22,2026-06-22,0319708960_20260622095307.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)화정동_대우마이빌 / 대우마이빌 오피스텔"
BPS010202081,센트럴빌딩,815,0319710132,1,2026-06-24,2026-06-24,0319710132_20260624103617.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 센트럴빌딩 / 엑셀사업장명:(덕양)능곡 센트럴빌딩(고객번호 815) / 계좌명:다드림한마음㈜ [사업장번호:BPS010202081]"
BPS010202038,소만7단지 대명아파트,,0319712791,2,2026-06-11,2026-06-12,0319712791_20260611173541.tif; 0319712791_20260612143536.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)소만7대명_아파트 / 소만7단지대명아파트"
BPS010202016,무원마을행신동신아파트,0104-00717-0999,0319715231,1,2026-06-22,2026-06-22,0319715231_20260622155605.tif,"자동매칭(고신뢰,site_name,0.94): 무원마을행신동신아파트999동104호 / 무원마을행신동신아파트999동104호"
BPS010202047,옥빛마을12단지,0102-37323-8888,0319718039,1,2026-06-22,2026-06-22,0319718039_20260622160115.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)옥빛12신덕_아파트 / 옥빛마을12단지(8888동102호)"
BPS010202025,별빛마을8단지 부영아파트,,0319718367,1,2026-06-08,2026-06-08,0319718367_20260608144135.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)별빛마을8단지부영_아파트 / 별빛마을8단지부영아파트 (상가번영회 따로있음)"
BPS010202026,별빛9단지,0107755690999,0319718580,1,2026-06-22,2026-06-22,0319718580_20260622131244.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)별빛9한일벽산_아파트 / 별빛9단지(999동107호)"
BPN021027743,서정센텀퍼스티지,0101-48229-0999,0319721322,1,2026-06-24,2026-06-24,0319721322_20260624095954.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)서정마을4단지_아파트 / 서정센텀퍼스티지(999동101호) [사업장번호:BPN021027743] (기존 'BPN' placeholder를 엑셀 수정 반영해 확정)"
BPD110106811,능곡대림,0004756007777,0319725857,1,2026-06-22,2026-06-22,0319725857_20260622093913.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)능곡대림1차_아파트 / 능곡대림(7777동4호)"
BPS010202113,행신윤창아파트,0101-76419-0999,0319733203,1,2026-06-22,2026-06-22,0319733203_20260622155736.tif,"매칭후보(확인필요,site_name,0.86): (덕양)행신 윤창_아파트 / 행신윤창(999동101호) [사업장번호:BPS010202113]"
BPS010202062,햇빛마을18-1단지,0006-70375-6660,0319734464,1,2026-06-24,2026-06-24,0319734464_20260624091232.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)햇빛18-1단지_아파트 / 햇빛마을18-1단지(6660동6호)"
BPS010202010,동양트레벨2차,0101063540999,0319736665,1,2026-06-24,2026-06-24,0319736665_20260624095750.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.72): BPS010202010 (덕양)동양트레빌II_아파트(계좌명:동양트레벨II 999동101호) 추정지역:덕양
BPN021026785,요진타워,,0319737891,1,2026-06-05,2026-06-05,0319737891_20260605154445.tif,"자동매칭(고신뢰,account_name,0.95): [덕양]요진타워_빌딩(128-81-18729) / ㈜와이제이코퍼레이션 1288118729 [사업장번호:BPN021026785] (기존 'BPN' placeholder를 엑셀 수정 반영해 확정)"
BPS010202018,무원마을6단지 두산아파트,,0319742070,1,2026-06-18,2026-06-18,0319742070_20260618115437.tif,"자동매칭(고신뢰,site_name,1.00): (덕양)무원마을6단지두산_아파트 / 무원마을두산아파트(888동101호)"
BPS010202044,행신 SK VIEW,0101853410999,0319742320,1,2026-06-22,2026-06-22,0319742320_20260622131620.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)행신동 SK아파트 9999동_VIEW / 행신SKVIEW(999동101호)"
BPS010202063,햇빛18-2단지,,0319745995,1,2026-06-25,2026-06-25,0319745995_20260625162315.tif,"자동매칭(고신뢰,site_name,0.96): (덕양)햇빛18-2단지_아파트 / 햇빛마을18-2단지아파트"
BPD110106323,SK뷰3차,0103-79810-0999,0319746508,1,2026-06-15,2026-06-15,0319746508_20260615102829.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)행신동SK VIEW3차_아파트 / SK뷰3차(999동103호)"
BPD110189149,중산마을5단지 건영동부아파트,0004-76602-9999,0319751806,1,2026-06-01,2026-06-01,0319751806_20260601162759.tif,"자동매칭(고신뢰,account_name,1.00): (일산)중산5단지건영동부9999동4호 / 중산마을5단지건영동부아파트(9999동4호)"
BPS010206036,중산9,0105756810999,0319755732,1,2026-06-18,2026-06-18,0319755732_20260618092056.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 중산9 / 엑셀사업장명:(일산)중산9단지두산한성_아파트 / 계좌명:중산9 (999동 106호, 105호) [사업장번호:BPS010206036]"
BPD110106316,일산역이안,,0319759214,1,2026-06-23,2026-06-23,0319759214_20260623143811.tif,"자동매칭(고신뢰,account_name,1.00): (일산)일산역 대우이안아파트_ / 일산역이안(1동9911호,9921호)"
BPS010206017,일산 월드메르디앙,0101853380999,0319763977,1,2026-06-24,2026-06-24,0319763977_20260624104659.tif,"자동매칭(고신뢰,account_name,1.00): (일산)월드메르디앙_아파트 / 일산월드메르디앙(999동101호)"
BPS010206038,청원네이처빌,0101853400108,0319771643,1,2026-06-20,2026-06-20,0319771643_20260620162953.tif,"자동매칭(고신뢰,account_name,1.00): (일산)청원네이처빌_아파트 / 청원네이처빌(108동101호)"
BPD110106214,하늘마을5단지,,0319773320,1,2026-06-15,2026-06-15,0319773320_20260615141437.tif,"자동매칭(고신뢰,account_name,1.00): (일산)하늘마을주공5 999동102호 / 하늘마을5단지"
BPS010206015,일산에이스9차아파트,,0319773547,1,2026-06-22,2026-06-22,0319773547_20260622162132.tif,"자동매칭(고신뢰,account_name,1.00): (일산)에이스9차_아파트 / 일산에이스9차아파트"
BPS010202029,샘터2단지,,0319781205,2,2026-06-24,2026-06-24,0319781205_20260624142121.tif; 0319781205_20260624172133.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)샘터2단지(분양)_아파트 / 샘터2단지(888동108호)"
BPS010202040,풍림상가,,0319781261,1,2026-06-17,2026-06-17,0319781261_20260617135637.tif,"매칭후보(확인필요,account_name,0.90): (덕양)소만8단지(풍림)상가_BB-H / 7호 / 지하KT(B02호)/풍림상가 ….(고장) -> [사업장번호:BPS010202040]"
BPD110108518,행신프라자,,0319784190,1,2026-06-15,2026-06-15,0319784190_20260615133131.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 행신프라자 / 엑셀사업장명:(덕양)행신프라자 / 계좌명:행신프라자(KT-A,B,C) [사업장번호:BPD110108518]"
BPS010202039,소만마을풍림,0005-05385-8888,0319785821,2,2026-05-29,2026-06-23,0319785821_20260529131202.tif; 0319785821_20260623151940.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)소만8단지_풍림아파트 / 소만마을풍림(8888동5호)"
BPN021028883,고양행신서정1단지 LH주거행복지원센터,,0319787088,2,2026-05-29,2026-06-22,0319787088_20260529112001.tif; 0319787088_20260622151632.tif,"자동매칭(고신뢰,site_name,0.9x): (덕양)서정마을1단지_아파트(108-81-38338) / 고양행신서정1단지납기30일... [사업장번호:BPN021028883] ('서정마을1단지'와 '행신서정1단지' 일치, 'BPN' placeholder를 엑셀 수정 반영해 확정)"
BPS010202053,우경싸이트빌,,0319788504,1,2026-06-18,2026-06-18,0319788504_20260618105317.tif,"자동매칭(고신뢰,site_name,0.95): (덕양)우경싸이트빌_아파트 / 우경싸이트빌 선입금"
BPD110106799,예일프라자,,0319790239,1,2026-06-12,2026-06-12,0319790239_20260612152007.tif,"매칭후보(확인필요,site_name,0.80): 일산프라자 / 분기납. 종량제 [사업장번호:BPD110106159]"
BPS010202077,능곡2차현대홈타운,0103920619999,0319792140,1,2026-06-22,2026-06-22,0319792140_20260622100544.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)능곡2차현대홈타운_아파트 / 능곡2차현대홈타운(9999동103호)"
BPN021028150,서정마을3단지,,0319794054,1,2026-06-19,2026-06-19,0319794054_20260619131518.tif,"매칭후보(확인필요,site_name,0.86): 정발마을3단지 / 월정액 (당월에 입금하기. 미리입금X. 중순~월말에 입금) [사업장번호:BPD110112202] | Claude교차확인 추가후보(1.01): BPN (덕양)서정마을4단지_아파트(계좌명:서정센텀퍼스티지(999동101호)) 추정지역:덕양"
BPS010202052,옥빛마을17단지,0103-78539-1715,0319798852,1,2026-06-22,2026-06-22,0319798852_20260622133326.tif,"자동매칭(고신뢰,account_name,1.00): (덕양)옥빛17주공_아파트 / 옥빛마을17단지(1715동103호)"
BPS010201046,동문굿모닝타워1차,,0319947871,1,2026-06-16,2026-06-16,0319947871_20260616105458.tif,"자동매칭(고신뢰,account_name,1.00): [일산]동문굿모닝타워1차(128-82-81 63 / 동문굿모닝타워1차(7777동 102호)"
BPD110106788,신영프라자,,0319973451,1,2026-06-19,2026-06-19,0319973451_20260619134454.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰): 신영프라자 / 엑셀사업장명:(덕양)신영프라자 / 계좌명:신영프라자(하절기에어컨비용참고) [사업장번호:BPD110106788]"
BPD110106512,케이티 구리지사,,05050414202,1,2026-06-23,2026-06-23,05050414202_20260623133206.tif,엑셀 매칭 실패 - 수동 확인 필요 | Claude교차확인 추가후보(0.43): BPD110106436 구리인창주공6단지아파트999동101호(계좌명:구리인창6단지아파트) 추정지역:불명
,,,05080880230,1,2026-06-19,2026-06-19,05080880230_20260619105502.tif,제외대상(전기료 고지서 아님) - 중소기업 법정의무교육 안내 광고 팩스 오수신.
,,,05080891124,1,2026-06-08,2026-06-08,05080891124_20260608115824.tif,제외대상(전기료 고지서 아님) - 법정의무교육 무상지원 안내 광고 팩스 오수신.
,,,05080893777,1,2026-06-12,2026-06-12,05080893777_20260612102753.tif,제외대상(전기료 고지서 아님) - 산업용 냉풍기 무상지원 안내 광고 팩스 오수신.
,,,05080895490,1,2026-06-23,2026-06-23,05080895490_20260623135110.tif,제외대상(전기료 고지서 아님) - 산업용 청소기 무상지원 안내 광고 팩스 오수신.
BPS010207171,문촌13단지 대우유토피아,0002780937777,07075891400,1,2026-06-19,2026-06-19,07075891400_20260619091812.tif,"자동매칭(고신뢰,account_name,0.92): (일산)문촌13단지대우_아파트(대우유토피아) / 대우유토피아(7777동2호)"
BPS010201034,로스텔오피스텔,,"(파일명 기반, 팩스번호 미확인)",,,,6월_로스텔오피스텔.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰,파일명 기반): 엑셀사업장명:(일산)로스텔_오피스텔(128-80-14463) [사업장번호:BPS010201034]"
BPD110116455,크리스탈빌딩,,"(파일명 기반, 팩스번호 미확인)",,,,6월_크리스탈빌딩.tif,"자동매칭(고신뢰,account_name,1.00): (일산)크리스탈빌딩_128-80-17932종이 / 크리스탈빌딩(1008호)"
BPD110106530,흥화오피스텔,,"(파일명 기반, 팩스번호 미확인)",,,,6월_흥화오피스텔.tif,"매칭후보(확인필요,account_name,0.89): (구리)흥화브라운오피스텔 / 흥화오피스텔(999동101호) 종이세금계산서 1328011655 [사업장번호:BPD110106530]"
BPS010201034,로스텔오피스텔,,"(파일명 기반, 팩스번호 미확인)",,,,로스텔오피스텔.tif,"자동매칭(Claude비전확인+엑셀대조,고신뢰,파일명 기반): 엑셀사업장명:(일산)로스텔_오피스텔(128-80-14463) [사업장번호:BPS010201034]"
BPD110116455,크리스탈빌딩,1008039290001,"(파일명 기반, 팩스번호 미확인)",,,,크리스탈빌딩.tif,"자동매칭(고신뢰,account_name,1.00): (일산)크리스탈빌딩_128-80-17932종이 / 크리스탈빌딩(1008호)"
,,,,,,,,
--- 아래는 경기북부 엑셀양식.xlsx 참고용 전체 사업장 목록입니다 (위 자동매칭에 사용됨) ---,,,,,,,,
사업장번호,사업장명,계좌명,,,,,,
